Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics,Average1,Average2,Average3,Average4,Average5,Varience1,Varience2,Varience3,Varience4,Varience5,Standard Deviation1,Standard Deviation2,Standard Deviation3,Standard Deviation4,Standard Deviation5,Minimum1,Minimum2,Minimum3,Minimum4,Minimum5,Maximum1,Maximum2,Maximum3,Maximum4,Maximum5,Track Popularity Output,Artist Popularity Output
Thunder,Imagine Dragons,86,"modern rock, pop, rock",187146,2017-06-23,89,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,4,"Just a young gun with a quick fuse
I was uptight, wanna let loose
I was dreaming of bigger things and
Wanna leave my own life behind
Not a ""Yes, sir"", not a follower
Fit the box, fit the mold, have a seat
In the foyer, take a number
I was lightning before the thunder (thunder)

Thunder, thunder, thun-
Thunder, th-th-thunder, thunder
Thunder, thunder, thun-
Thunder, th-th-thunder, thunder

Thunder, feel the thunder (thun-, thun-)
Lightning then the thunder (th-th-thunder, thunder)
Thunder, feel the thunder (thun-, thun-)
Lightning then the thunder, thunder (th-th-thunder, thunder)

Thunder
Thunder
...
",38.479736,74.382576,47.76889,47.37082,46.595955,648.6079,10214.433,1133.893,1317.3745,1013.8781,25.467781,101.066475,33.67333,36.295654,31.841454,0.49216375,0.55376947,0.45961347,0.5285181,0.80812657,737.6145,2891.1384,692.9296,738.49506,476.30942,,
Tiny Moves,Bleachers,69,"indie pop, indie poptimism, modern rock, pov: indie",228381,2024-01-17,70,0.686,0.647,9,-8.255,1,0.056,0.334,0.0676,0.151,0.908,155.998,4,"The tiniest moves you make
The whole damn world shakes
Call it a ""Bloodlust crisis of faith""
Been changing enough for us both, babe

Whoa-oh-oh
Watching it all come down
Watch it go 'round and 'round
The tiniest moves you make
Watching my whole world shake
Look who's on the edge again
On the edge again (whoo)

Call it ""American Football chic""
Breaking your neck for no reason
The little brush right down the avenue
A tiny twist of faith will come and shake you
You can believe

Whoa-oh-oh
Watching it all come down
Watch it go 'round and 'round
...
",23.120792,42.383884,45.50338,40.967094,35.918163,168.98616,2203.6702,1040.188,710.54376,506.19412,12.999468,46.943264,32.251945,26.656027,22.498758,0.17502974,0.35964027,0.64781857,0.5821681,0.40592882,137.89267,1301.186,487.63626,386.3976,262.9708,,
Todo De Ti,Rauw Alejandro,87,"puerto rican pop, reggaeton, trap latino, urbano latino",199604,2021-05-20,78,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,4,"One, two
One, two, three

El viento soba tu cabello
Uh, uh, uh, uh, uh
Me matan esos ojos bellos
Uh, uh, uh, uh, uh

Me gusta tu olor, de tu piel, el color
Y como me haces sentir
Me gusta tu boquita, ese labial rosita
Y cómo me besas a mí

Contigo quiero despertar
Hacerlo después de fumar (ey)
Ya no tengo na' que buscar
Algo fuera de aquí

Tú combinas con el mar
Ese bikini se ve fenomenal
No hay gravedad que me pueda elevar
Me pones mal a mí

Aceleraste mis latidos
Es que me gusta todo de ti
De to'as tus partes, ¿cuál decido?
Es que me gusta todo de ti
...
",45.60442,104.3916,81.743385,70.9977,62.458553,725.3606,4009.147,2918.1755,2855.0032,1524.742,26.93252,63.317825,54.02014,53.432228,39.047943,0.48484483,1.0079207,0.47564152,0.7105676,0.71868336,214.61966,471.19778,508.88388,620.9414,353.65997,,
Toosie Slide,Drake,96,"canadian hip hop, canadian pop, hip hop, pop rap, rap",247058,2020-04-03,74,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,4,"Black leather glove, no sequins
Buckles on the jacket, it's Alyx shit
Nike crossbody, got a piece in it
Got a dance, but it's really on some street shit
I'ma show you how to get it

It go right foot up, left foot, slide
Left foot up, right foot, slide
Basically, I'm sayin' either way, we 'bout to slide, ayy
Can't let this one slide, ayy

Don't you wanna dance with me? No?
I could dance like Michael Jackson
I could give you thug passion
It's a Thriller in the trap where we from

Baby, don't you wanna dance with me? No?
I could dance like Michael Jackson
I could give you satisfaction
And you know we out here every day with it
I'ma show you how to get it

It go right foot up, left foot, slide
Left foot up, right foot, slide
Basically, I'm sayin', either way, we 'bout to slide, ayy
Can't let this one slide, ayy (Who's bad?)

2,000 shorties wanna tie the knot, ayy, yeah
200 shooters on my brother's block, woah, yeah
Petal off a rose like I love her not, maybe not
...
",54.068974,79.15442,77.24412,82.47419,81.0671,1119.0305,4417.0337,2747.2683,2195.6692,2755.208,33.451912,66.46077,52.41439,46.857967,52.490074,0.26534253,0.45968872,0.767295,1.9516556,0.9827887,328.52347,992.52936,528.1808,347.31287,427.20853,,
Total Eclipse of the Heart,Bonnie Tyler,66,"europop, new wave pop, soft rock",267360,2009-03-26,82,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,4,"Three, four

(Turn around)
Every now and then I get a little bit lonely
When you're never coming 'round
(Turn around)
Every now and then I get a little bit tired
Of listening to the sound of my tears
(Turn around)
Every now and then I get a little bit nervous
That the best of all the years have gone by

(Turn around)
Every now and then I get a little bit terrified
Then I see the look in your eyes
(Turn around, bright eyes)
But every now and then I fall apart
(Turn around, bright eyes)
Every now and then I fall apart

(Turn around)
Every now and then I get a little bit restless
When I dream of something wild
(Turn around)
Every now and then I get a little bit helpless
I'm lying like a child in your arms
(Turn around)
Every now and then I get a little bit angry
And I know I've got to get out and cry

(Turn around)
Every now and then I get a little bit terrified
Then I see the look in your eyes
(Turn around, bright eyes)
But every now and then I fall apart
(Turn around, bright eyes)
Every now and then I fall apart

...
",43.551483,52.43167,54.602768,46.368763,39.016766,762.6246,3016.1252,2238.9944,1062.3325,1338.588,27.615658,54.919262,47.318012,32.59344,36.58672,0.4586104,0.47416472,0.80457073,0.7744958,0.44426608,793.4944,1013.99036,673.7276,322.73444,854.7167,,
Training Season,Dua Lipa,88,"dance pop, pop, uk pop",209487,2024-02-15,91,0.815,0.582,5,-4.5,0,0.0532,0.0365,1.45e-06,0.138,0.671,123.03,4,"Are you someone that I can give my heart to?
Or just the poison that I'm drawn to?
It can be hard to tell the difference late at night
Play fair, is that a compass in your nature?
Or are you tricky?
'Cause I've been there
And baby, I don't need to learn my lesson twice

But if you really wanna go there
You should know I

I need someone to hold me close, deeper than I've ever known
Whose love feels like a rodeo, knows just how to take control
When I'm vulnerable, he's straight-talking to my soul
Conversation overload, got me feeling vertigo

Are you somebody who can go there?
'Cause I don't wanna have to show ya
...
",35.113426,58.783154,44.70781,49.97764,51.97079,658.2427,2461.355,1242.5974,1189.0564,1252.2876,25.65624,49.612045,35.250496,34.482697,35.387676,0.24663569,0.92230296,0.15488261,0.35343727,0.23281331,366.46082,743.146,393.05426,388.96405,307.0567,,
Treat You Better,Shawn Mendes,82,"canadian pop, pop, viral pop",187973,2017-04-20,88,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,4,"I won't lie to you
I know he's just not right for you
And you can tell me if I'm off
But I see it on your face
When you say that he's the one that you want
And you're spending all your time
In this wrong situation
And anytime you want it to stop

I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can

...
",18.95094,20.414238,21.895948,26.33828,23.73154,103.1583,120.45209,143.45914,204.96808,183.75607,10.156688,10.975066,11.977443,14.316707,13.555666,0.70086795,0.31088915,0.76722974,0.60524416,0.083821386,68.34784,73.111275,89.550674,99.361946,112.61124,,
True Love Way,Kings of Leon,74,"modern rock, rock",242786,2007-04-02,50,0.451,0.789,7,-5.809,1,0.0466,0.0304,0.000197,0.128,0.32,124.224,4,"I want in like a substitute
I've been working awful hard for you
But you don't say, you just hold your breath
So I can't touch what I haven't yet
She's a cold one and it hurts me so
And it's a dark path and a heck of a cold
And she can feel me just like she did before

Oh, we'd be so free
Happy alone
Sharing a smile
So far from home

Push in and I pull it away
It's a hard part but the true love way
...
",34.708515,77.650734,53.340683,41.87208,43.0439,1489.0502,5397.8916,1841.8096,845.39825,859.17645,38.58821,73.470345,42.91631,29.075733,29.311712,0.31792533,0.76937723,0.69912106,0.38950592,0.48879805,1210.1556,1051.5236,543.4715,459.0667,274.8599,,
Trust Me Mate,Dean Lewis,75,"australian pop, pop",178408,2023-09-28,76,0.529,0.591,0,-4.223,1,0.034,0.599,0.0,0.109,0.27,97.742,4,"You're pulling out your cigarette
You bring it up towards your lips
You breathe and push the smoke away
Just like you do with all your friends
Your room is messy and full of clothes
The curtains drawn, the windows closed
When did the person that I love
Turn into someone I don't know?

'Cause there's a light gone from your eyes
Like the whole world's not as bright
Until you find another high
There's so much pain inside your voice
And you try to drown it out
With anything to fill the void

But trust me, mate, you've got this
You always were the strongest
But I'm not gonna promise that this won't hurt
You were lying in the bathroom
...
",40.16026,52.13198,48.625847,37.18203,39.856297,2800.3792,3352.208,1874.8802,617.6255,916.97815,52.91861,57.898254,43.29989,24.852072,30.281647,0.32699358,0.5147794,0.50686216,0.60451865,0.78261465,929.6108,1027.631,577.7591,344.5772,417.9312,,
Try,P!nk,80,"dance pop, pop",247906,2012-09-18,82,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998,4,"Ever wonder 'bout what he's doin'?
How it all turned to lies?
Sometimes I think that it's better
To never ask why

Where there is desire, there is gonna be a flame
Where there is a flame, someone's bound to get burned
But just because it burns doesn't mean you're gonna die
You've gotta get up and try, try, try
Gotta get up and try, try, try
Gotta get up and try, try, try

Funny how the heart can be deceiving
More than just a couple times
Why do we fall in love so easy
...
",24.820063,38.089252,35.26032,30.82659,25.61535,331.64728,2120.5415,736.5461,352.35587,303.15765,18.211185,46.04934,27.139383,18.771145,17.411423,0.1667463,0.20032968,0.3840791,0.3539333,0.07859663,379.66907,1125.6036,456.16953,216.28186,315.34943,,
Tucson Too Late,Jordan Davis,73,"contemporary country, country road",172853,2023-02-17,76,0.661,0.707,7,-7.19,1,0.0285,0.628,1.85e-06,0.0852,0.385,105.917,4,"I didn't know if we were over, or just on the rocks
Was me thinking I can save us just a mirage?
I was burning up the highway, it kept getting longer
With every turn of these tires, she just kept getting goner

In the sky was showing no signs of rain
Ain't nothing delaying that plane

I'm racing through the desert
Thinking I can catch her
But losing ground in this Chevrolet
That 747 somewhere between here and heaven
And heaven knows I let her slip away
I showed up and she's gone
Guess I got to Tucson too late
...
",45.290405,46.62446,31.089672,28.75553,23.212406,5912.9067,1563.0227,673.5056,284.7837,166.36768,76.895424,39.535084,25.951986,16.875536,12.898359,0.36345825,0.6559649,0.40659022,0.0820022,0.048568476,2107.9158,553.945,603.75146,175.59502,101.60521,,
Two Story House,Lainey Wilson,71,"contemporary country, modern country pop",199986,2021-08-01,54,0.565,0.278,11,-9.627,1,0.0308,0.668,0.0,0.32,0.336,139.927,4,"Older doesn't always make you taller
And those pictures on mama's fridge prove that
And if that room we shared up the stairs was any smaller
Our eyes would've been a little less brown and a little more black

But we both looked out the same windows
Wished on the same stars
Hung our blue jeans in the same breeze, in the same backyard
And how can two kids with the same raising
Wind up on such different pages
We all got our different callings
Yeah, I guess that's why they call it

A two-story house
...
",46.20113,60.588676,44.913555,43.063335,38.750336,1492.1171,3865.592,998.7149,872.81915,640.1024,38.62793,62.173885,31.602451,29.543512,25.300245,0.7017715,0.4008713,0.17224243,0.59054565,0.36431578,580.9818,942.2945,416.87756,380.43167,312.4702,,
Una Noche en Medellín,Cris Mj,80,"mambo chileno, urbano chileno",153750,2022-01-21,21,0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,4,"Nena, dime si tú estás pa mí
Como yo estoy puesto pa ti
Te llevo una noche a Medellín
Y te pago el gym

Nena, dime si tú estás pa mí
Como yo estoy puesto pa ti
Te llevo una noche a Medellín
Y te pago el gym

Te voy a hacerte completa
Está buscando que yo le meta
Ya llegamo' a la meta
Ahora nadie aprieta

Y me puse las Balenciaga
Mami, no te hagas, vente pa' acá, tú eres brava
Me gusta porque eres malvada
No está' operada y así mata' la' mirada'

Y me ayuda a contar billete'
Saca su juguete, to' ya saben quién le mete
...
",45.76901,58.540077,62.371185,66.41797,61.06135,1198.9152,1833.1534,1922.053,1799.8145,1527.5355,34.625355,42.815342,43.841225,42.42422,39.0837,0.55394274,0.77039903,0.65419316,0.16709669,0.9989016,393.36523,477.71127,460.2143,335.0821,299.6076,,
Unconditionally,Katy Perry,84,pop,228878,2013-01-01,82,0.432,0.725,7,-4.862,1,0.0431,0.00273,0.0,0.208,0.353,128.902,4,"Oh, no, did I get too close?
Oh, did I almost see what's really on the inside?
All your insecurities
All the dirty laundry
Never made me blink one time

Unconditional, unconditionally
I will love you unconditionally
There is no fear now
Let go and just be free
I will love you unconditionally

Come just as you are to me
Don't need apologies
Know that you are worthy
...
",46.971863,58.614094,61.499207,66.235275,60.52437,1073.3838,1861.939,1799.9529,1658.2805,1458.4725,32.762535,43.150192,42.42585,40.721992,38.189953,0.9568488,0.95899916,1.6167015,0.10978606,0.6651553,343.40988,425.49088,403.03226,332.64413,326.95438,,
Unholy (feat. Kim Petras),Sam Smith,83,"pop, uk pop",156943,2022-09-22,84,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,4,"Dirty, dirty boy
You know everyone is talking on the scene
I hear them wishpering 'bout the places that you've been
And how you don't know how to keep your business clean

Mummy don't know daddy's getting hot
At the body shop, doing something unholy
He's sat back while she's dropping it, she be popping it
Yeah, she put it down slowly

Oh-ee-oh-ee-oh, he left his kids at
...
",82.4385,93.9565,62.493507,65.81523,56.608387,24878.102,29564.408,2184.244,2036.6844,1410.6445,157.72794,171.94304,46.735897,45.12964,37.558548,0.46386808,0.13907468,0.515645,0.24379529,0.56906235,4817.3345,4643.9067,708.2198,729.4352,523.30884,,
Unstoppable,Sia,83,"australian dance, australian pop, pop",217746,2016-10-21,83,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4,"All smiles, I know what it takes to fool this town
I'll do it 'til the sun goes down
And all through the nighttime
Oh, yeah
Oh, yeah, I'll tell you what you wanna hear
Leave my sunglasses on while I shed a tear
It's never the right time
Yeah, yeah

I put my armor on, show you how strong I am
I put my armor on, I'll show you that I am

I'm unstoppable
I'm a Porsche with no brakes
I'm invincible
Yeah, I win every single game
I'm so powerful
I don't need batteries to play
I'm so confident
Yeah, I'm unstoppable today

Unstoppable today
Unstoppable today
Unstoppable today
I'm unstoppable today
...
",52.925854,75.460304,72.456154,69.56366,71.5707,1292.746,2346.4956,2129.7585,2081.169,2025.0417,35.954777,48.44064,46.149307,45.61983,45.000465,0.9274269,0.36968762,0.9820895,0.64897615,0.11785219,623.3012,385.72687,418.31152,441.61795,379.8619,,
